pmcid	unmapped_diseases
PMC8580336	['sepsis-mediated brain injury']
PMC8580512	['hepatic ischemia/reperfusion injury']
PMC8581045	['her2-positive breast cancer']
PMC8581269	['ototoxic hearing loss']
PMC8581330	['cirrhotic portal hypertension']
PMC8581398	['acute antibody-mediated rejection']
PMC8581426	['breast cancer bone metastasis']
PMC8581430	['peripheral and central nervous system injuries']
PMC8581437	['breast cancers']
PMC8581620	['l-dopa-induced dyskinesia']
PMC8582386	['non-melanoma skin cancer']
PMC8582786	['castration-resistant prostate cancer']
PMC8583008	['advanced melanoma']
PMC8583717	['klebsiella pneumoniae infection']
PMC8583725	['liver injury']
PMC8583751	['sepsis-associated acute kidney injury']
PMC8583756	['ebola virus infections']
PMC8583797	['hiv', 'bone loss']
PMC8583821	['chronic wounds']
PMC8583891	['inflammatory pain']
PMC8583967	['streptococcal toxic shock syndrome']
PMC8584043	['degenerative diseases of the retina']
PMC8584186	['cerebral ischemia/reperfusion injury']
PMC8584492	['diabetic macular oedema']
PMC8584499	['chemotherapy-induced neuropathy']
PMC8584561	['cerebral ischemia-reperfusion injury']
PMC8584923	['cancer-associated thrombosis']
PMC8585023	['lung metastases']
PMC8585582	['cutaneous injury']
PMC8585736	['hepatocarcinoma']
PMC8585842	['cholestatic liver disease']
PMC8586032	['neonatal hypoxia-ischemia']
PMC8586145	['solid tumor']
PMC8586266	['posterior capsular opacification']
PMC8586590	['lung metastasis']
PMC8586657	['severe asthma']
PMC8586658	['metastatic cancers']
PMC8586665	['late-stage solid tumors']
PMC8586743	['metastatic prostate cancer', 'castration resistant prostate cancer']
PMC8586787	['articular cartilage defects']
PMC8586812	['influenza b']
PMC8588142	['kidney injury']
PMC8588684	['intestinal ischemia/reperfusion injury']
PMC8588912	['bacterial keratitis']
PMC8589109	['severe sensorineural hearing loss']
PMC8589852	['encephalopathy of prematurity']
PMC8590048	['treatment-resistant major depression']
PMC8590292	['lung ischemia-reperfusion injury']
PMC8590333	['salt-sensitive hypertension-induced nephropathy']
PMC8590460	['adjuvant induced arthritis']
PMC8590694	['her2-positive breast cancer']
PMC8590697	['metastatic colorectal cancer']
PMC8590716	['chronic wounds']
PMC8591201	['ntrk fusion positive cancer']
PMC8591297	['retinal neovascular diseases']
PMC8591400	['human short stature']
PMC8591627	['drug-resistant staphylococcus aureus infections']
PMC8591642	['gouty pain']
PMC8591763	['vascular inflammation']
PMC8591786	['human immunodeficiency virus']
PMC8592016	['retinal conditions', 'covid-19-associated pulmonary edema']
PMC8592047	['liver ischemia-reperfusion injury']
PMC8592518	['non?small cell lung cancer']
PMC8592614	['acute lung infection']
PMC8592756	['cerebral ischaemia-reperfusion injury']
PMC8592942	['solid tumors']
PMC8593019	['castration-resistant prostate cancer']
PMC8593469	['renal ischemia-reperfusion injury']
PMC8593678	['intestinal mucositis']
PMC8593869	['renal interstitial fibrosis']
PMC8594318	['hypertensive nephropathy']
PMC8594376	['allergic rhinoconjunctivitis']
PMC8594422	['blast crisis chronic myelogenous leukemia']
PMC8594447	['retinal inflammation']
PMC8594782	['inflammatory pain', 'bone cancer pain']
PMC8594844	['hiv-1 associated neurocognitive disorders']
PMC8595016	['myocardial ischemia-reperfusion injury']
PMC8595063	['periventricular white matter damage']
PMC8595199	['periprosthetic osteolysis']
PMC8595261	['high-altitude pulmonary hypertension']
PMC8595362	['contrast medium nephrotoxicity']
PMC8596132	['oxaliplatin-induced cold allodynia']
PMC8597195	['chronic inflammatory disease']
PMC8597316	['acute rejection of lung allografts']
PMC8597367	['testicular ischemia-reperfusion injury']
PMC8597734	['nontuberculous mycobacteria lung infections']
PMC8597756	['multidrug- and extensively drug-resistant tuberculosis']
PMC8597964	['cd20+ cancers']
PMC8598353	['hepatotoxicity']
PMC8598371	['hepatotoxicity']
PMC8598375	['ischemic injury']
PMC8599011	['x-linked charcot-marie-tooth disease']
PMC8599170	['alcohol-related liver disease']
PMC8599353	['somatic inflammatory pain']
PMC8599605	['cerebral ischemic diseases']
PMC8600181	['metastatic brain cancers']
PMC8600297	['nonunion of bone defect']
PMC8600306	['tumor growth']
PMC8600399	['hepatic ischemia/reperfusion injury']
PMC8600695	['cerebral ischemic stroke']
PMC8600743	['drug-resistant colon cancer']
PMC8600870	['intestinal mucositis']
PMC8601036	['radiation-induced lung injury']
PMC8601553	['nicotine + cocaine polydrug abuse']
PMC8602401	['obesity-linked type 2 diabetes']
PMC8602425	['chronic non-healing wounds']
PMC8602548	['muscle disuse atrophy']
PMC8602765	['inflammatory pain']
PMC8603196	['metabolic disorder']
PMC8603444	['chronic atrophic gastritis']
PMC8604213	['ventilator-induced diaphragm dysfunction']
PMC8604484	['septic acute kidney injury']
PMC8604576	['memory impairment']
PMC8604580	['sepsis-induced acute lung injury']
PMC8604640	['interstitial cystitis/bladder pain syndrome']
PMC8605064	['cancer cachexia']
PMC8605597	['non-small cell lung cancer brain metastasis']
PMC8605882	['bone cancer pain']
PMC8605918	['renal ischemia/reperfusion injury']
PMC8606001	['maternal hypertension-in-pregnancy']
PMC8606017	['global cerebral ischemia']
PMC8606064	['myocardial ischemia/reperfusion injury']
PMC8606860	['myocardial ischemia-reperfusion injury']
PMC8606985	['cervical disease']
PMC8607229	['liver damage']
PMC8607239	['philadelphia chromosome-positive acute lymphoblastic leukemia']
PMC8607325	['squamous cell carcinoma of the tongue']
PMC8607567	['hiv/aids']
PMC8607627	['myocardial ischemia/reperfusion injury']
PMC8608705	['implant-associated mssa osteomyelitis', 'implant-associated mrsa osteomyelitis']
PMC8608828	['neuroendocrine prostate cancer']
PMC8608957	['chemotherapy-induced neuropathy']
PMC8609309	['mismatch repair-proficient metastatic colorectal cancer']
PMC8609414	['ischemia/reperfusion injury']
PMC8610212	['ventilator-associated lung injury']
PMC8610213	['spontaneous intracerebral hemorrhage']
PMC8610586	['mammarenavirus infection']
PMC8611048	['small intestinal neuroendocrine tumors']
PMC8611258	['right heart failure']
PMC8611615	['amphetamine-use disorder']
PMC8611764	['hiv-associated neurocognitive disorders']
PMC8611779	['neurodegeneration']
PMC8611911	['infected wounds']
PMC8612119	['age-associated alterations and pathologies']
PMC8612198	['bone metastatic castration-resistant prostate cancer']
PMC8612755	['infectious inflammation', 'severe acute respiratory syndrome coronavirus 2', 'coagulopathies']
PMC8612781	['dry age-related macular degeneration']
PMC8612993	['pseudomonas aeruginosa keratitis']
PMC8613316	['sensory processing deficits', 'cognitive inflexibility']
PMC8614004	['solid tumors']
PMC8614009	['chronic psychological stress-related lung disease']
PMC8614713	['renal ischemia and reperfusion injury']
PMC8614801	['myocardial ischemia/reperfusion injury']
PMC8614831	['pulmonary infection']
PMC8614843	['pulmonary arterial hypertension of newborns']
PMC8614868	['radiation-induced skin injury']
PMC8614928	['chronic chagasic cardiomyopathy', 'chronic chagas disease']
PMC8615013	['oxidative neuronal diseases']
PMC8615275	['myotendinous junction defect']
PMC8615281	['neonatal hypoxia-ischemia']
PMC8615283	['heart failure with preserved ejection fraction']
PMC8615292	['lithium toxicity']
PMC8615377	['nonalcoholic fatty liver disease/steatohepatitis']
PMC8615441	['critical bone defects']
PMC8615482	['diabetic stroke']
PMC8615929	['microbial infection']
PMC8615989	['myocardial ischemia/reperfusion injury']
PMC8616117	['cns injuries']
PMC8616272	['intestinal inflammation']
PMC8616282	['braf-mutant melanoma']
PMC8616474	['acute on chronic renal dysfunction']
PMC8616479	['cardiorenal syndrome 3']
PMC8616900	['infections by multidrug-resistant bacteria']
PMC8617175	['treatment-resistant depression']
PMC8617186	['neonatal hypoxic injury']
PMC8617638	['sepsis-induced acute kidney injury']
PMC8617681	['rearranged during transfection proto-oncogene mutation-positive cancer']
PMC8617750	['methicillin-resistant staphylococcus aureus infection']
PMC8617820	['dental pain']
PMC8617861	['neoplastic cancers']
PMC8617923	['ocular inflammatory disorders']
PMC8618121	['chemotherapy-induced alopecia']
PMC8618351	['condyloma acuminata']
PMC8618695	['nontuberculous mycobacteria infections']
PMC8618984	['hepatic ischemia/reperfusion injury']
PMC8619398	['acute thrombosis']
PMC8619666	['acute ulcerative colitis']
PMC8619852	['allergic airway inflammation']
PMC8620283	['chronic inflammatory diseases']
PMC8620493	['enterococcus faecalis infection']
PMC8620938	['skin wounds']
PMC8621031	['cardiac fibrosis']
PMC8621172	['metastatic breast cancer']
PMC8621416	['limb-girdle muscular dystrophy type 2b']
PMC8621539	['obesity-induced nephropathy']
PMC8621693	['doxorubicin-induced cardiotoxicity']
PMC8621744	['oral ulcerative mucositis']
PMC8622784	"[""alzheimer's dementia""]"
PMC8622800	['mayaro virus fever']
PMC8622851	['severe acute liver failure']
PMC8623584	['intraventricular hemorrhage']
PMC8623844	['carbapenem-resistant acinetobacter baumannii infections']
PMC8623974	['hematopoiesis inhibition']
PMC8625628	['atherosclerotic vascular diseases', 'restenosis']
PMC8625710	['chronic wounds']
PMC8626174	['hiv/aids']
PMC8626588	['nonalcohol-associated fatty liver disease']
PMC8627244	['cardiometabolic disease']
PMC8627275	['osteolytic diseases']
PMC8627314	['bone cancer pain']
PMC8627472	['opioid tolerance', 'physical dependence', 'psychological dependence']
PMC8627513	['metastatic colorectal cancer']
PMC8627564	['chronic heart failure']
PMC8627637	['acute and chronic neurodegeneration']
PMC8628014	['chronic peripheral and central neuropathic pain', 'chronic nociplastic pain']
PMC8628222	['bone-metastatic breast cancer']
PMC8628764	['acute rejection reactions']
PMC8628781	['wound healing']
PMC8630813	['chronic heart failure']
PMC8631166	['hiv']
PMC8631436	['myocardial ischemia/reperfusion injury']
PMC8632150	['tumour', 'chronic viral infection']
PMC8632282	['breast carcinoma metastasis']
PMC8632329	['inflammatory disorders']
PMC8632453	['severe acute pancreatitis']
PMC8632807	['respiratory disease']
PMC8633107	['breast cancer bone metastasis']
PMC8633274	['liver insulin resistance']
PMC8633419	['neuropsychiatric lupus']
PMC8634121	['chemotherapy-induced peripheral neuropathy']
PMC8634142	['perinatal brain injury']
PMC8634153	['castration-resistant prostate cancer']
PMC8634679	['diabetic cardiovascular disease']
PMC8634713	['radiation-induced liver disease']
PMC8635150	['chronic liver diseases']
PMC8635194	['staphylococcus aureus-related implantation infections', 'bone loss']
PMC8635236	['klebsiella pneumoniae carbapenemase infection']
PMC8635278	['white matter strokes']
PMC8635678	['hypoxic damage']
PMC8635751	['treatment-resistant depression']
PMC8635784	['acute sinusitis']
PMC8636046	['hiv']
PMC8636633	['intestinal mucositis']
PMC8637187	['oral squamous carcinoma']
PMC8637216	['advanced ovarian cancer']
PMC8637299	['retroperitoneal liposarcoma']
PMC8637343	['immune-mediated inflammatory diseases']
PMC8637419	['opioid-induced hyperalgesia']
PMC8637442	['mammary gland carcinoma']
PMC8637478	['neuro-aids']
PMC8637501	['non-steroidal anti-inflammatory drug-induced ileitis']
PMC8637850	['cognitive injury induced by heavy ion radiation']
PMC8637926	['vascular senescence']
PMC8638748	['l-dopa-induced dyskinesia']
PMC8638928	['solid tumors']
PMC8639545	['periventricular white matter damage']
PMC8639636	['addiction']
PMC8640151	['prediabetic obesity']
PMC8640156	['diabetes-induced renal fibrosis']
PMC8640184	['acute liver injury']
PMC8640501	['hiv']
PMC8640558	['methotrexate induced liver injury']
PMC8641048	['severe acute pancreatitis']
PMC8641666	['chronic diabetic wound healing']
PMC8641690	['neointimal hyperplasia']
PMC8642028	['cardiac remodeling']
PMC8642049	['inflammatory pain']
PMC8642107	['white matter ischemic injury']
PMC8642268	['doxorubicin-induced cardiotoxicity']
PMC8642278	['idh1 mutant cancers']
PMC8642282	['bone metastasis']
PMC8642433	['growth restriction', 'placental inflammation']
PMC8642444	['ischemic heart injury']
PMC8642483	['medication-related osteonecrosis of the jaw']
PMC8642601	['malignant cancer', 'tumor multidrug resistance', 'tumor recurrence', 'tumor metastasis']
PMC8642675	['antibody-mediated rejection in kidney transplantation']
PMC8642995	['tracheal injury']
PMC8643097	['inflammatory pain']
PMC8643199	['fungal keratitis']
PMC8643300	['thalamic pain']
PMC8645305	['immune-mediated hepatitis']
PMC8645476	['resistant hypertension']
PMC8645579	['sitosterolemia', 'macrothrombocytopenia']
PMC8645592	['learning and memory impairment']
PMC8645724	['epstein?barr virus?associated lymphoproliferative disease']
PMC8645901	['syndrome of inappropriate antidiuresis']
PMC8645958	['castration-resistant prostate cancer']
PMC8645979	['stress']
PMC8646002	['rheumatoid arthritis-associated interstitial lung disease']
PMC8646742	['covid?19']
PMC8647034	['type i diabetes']
PMC8647171	['graft stenosis']
PMC8647224	['xenotransplantation rejection']
PMC8647696	['myocardial ischemia/reperfusion injury']
PMC8648013	['myocardial ischaemia/reperfusion injury']
PMC8648506	['cerebral blood flow impairment']
PMC8649095	['peripheral neuropathic pain']
PMC8649391	['ocular surface inflammation']
PMC8649462	['arsenic intoxication']
PMC8649540	['myocardial ischemia-reperfusion injury']
PMC8649856	['pirarubicin-induced cardiotoxicity']
PMC8649866	['wwox-related epileptic encephalopathy syndrome', 'spinocerebellar ataxia autosomal recessive 12']
PMC8650034	['angina']
PMC8650038	['castration?resistant prostate cancer']
PMC8650465	['periprosthetic joint infection']
PMC8650556	['obesity-associated dyslipidemia']
PMC8650567	['low-grade endometrial cancer']
PMC8650604	['meth addiction']
PMC8651637	['renal ischemia/reperfusion injuries']
PMC8651821	['high-grade serous ovarian cancer']
PMC8652228	['doxorubicin-induced cardiotoxicity']
PMC8652387	['memory impairment']
PMC8653646	['opioid tolerance']
PMC8653681	['diabetic wound healing']
PMC8653684	['wound healing']
PMC8653766	['endocrine-resistant breast cancer']
PMC8653819	['complicated skin infections']
PMC8654260	['salt-sensitive hypertension']
PMC8654931	['hindlimb ischemia/reperfusion injury', 'vascularized composite allograft transplantation']
PMC8654982	['cocaine use disorder']
PMC8655133	['myocardial ischemia/reperfusion injury']
PMC8655225	['stress-induced cardiomyopathy']
PMC8656168	['cholestatic liver disease']
PMC8656241	['cocaine use disorder']
PMC8656366	['herpetic stromal keratitis']
PMC8656552	['dedifferentiated endometrial carcinoma']
PMC8656641	['uterine serous cancer']
PMC8657097	['solid tumors']
PMC8657225	['high-grade gliomas']
PMC8657291	['high-grade serous ovarian carcinomas']
PMC8657420	['radiation-induced heart disease']
PMC8657617	['acute liver injury']
PMC8657653	['medication-related osteonecrosis of the jaw']
PMC8657722	['glutamate excitotoxicity']
PMC8657733	['catecholamine-induced cardiac damage']
PMC8657753	"[""oral ulcers associated with behçet's disease""]"
PMC8657884	['jellyfish stings']
PMC8657964	['acute spinal cord injuries']
PMC8658172	['hepatic ischemia-reperfusion injury']
PMC8658263	['proliferative retinopathies']
PMC8658540	['polytrauma with hemorrhagic shock']
PMC8660196	['blood stasis']
PMC8660204	['coronary microvascular disease']
PMC8660846	['arrhythmogenic cardiomyopathy']
PMC8661472	['diabetic osteoporosis']
PMC8661697	['myocardial ischemia-reperfusion injury']
PMC8662559	['age-related cognitive decline']
PMC8662573	['postoperative inflammation', 'fibrin formation']
PMC8662726	['brain death-induced kidney injury']
PMC8663774	['acute lung allograft rejection']
PMC8663785	['major cardiovascular events']
PMC8663932	['cholemic nephropathy']
PMC8663992	['heterozygous familial hypercholesterolemia', 'atherosclerotic cardiovascular disease']
PMC8664278	['postoperative peritoneal adhesions']
PMC8664899	['inflammatory lung diseases']
